"","URL_of_Anchor","Request_URL","URL_Length","having_At_Symbol","Prefix_Suffix","having_Sub_Domain","having_IP_address","Result"
"10073",0,1,-1,-1,-1,1,1,1
"10076",-1,1,-1,1,-1,-1,-1,-1
"10078",1,1,-1,1,-1,1,1,1
"10081",0,-1,1,1,-1,1,1,1
"10084",0,-1,-1,1,-1,1,-1,1
"10086",0,-1,-1,-1,-1,0,-1,-1
"10089",0,1,-1,1,1,1,1,1
"10098",1,1,-1,1,-1,-1,-1,1
"10099",-1,1,1,-1,-1,1,-1,-1
"10100",1,1,-1,1,-1,0,1,1
"10101",-1,1,-1,1,-1,-1,-1,-1
"10103",0,1,1,1,-1,0,-1,1
"10104",1,1,-1,1,-1,1,1,1
"10105",-1,-1,-1,1,-1,0,-1,-1
"10107",0,1,-1,1,-1,1,1,1
"10109",0,1,-1,1,-1,0,1,-1
"10111",0,1,1,1,-1,1,-1,1
"10112",0,1,1,1,-1,1,1,1
"10121",0,1,-1,1,-1,1,1,1
"10123",0,-1,-1,1,-1,1,1,1
"10125",1,1,-1,-1,-1,1,-1,1
"10129",1,-1,-1,1,1,-1,-1,1
"10132",0,1,-1,1,-1,1,1,1
"10139",0,1,0,-1,-1,1,1,1
"10142",1,1,-1,-1,1,1,-1,1
"10145",0,1,-1,1,1,1,-1,1
"10146",1,1,-1,1,-1,1,1,1
"10154",0,1,-1,1,-1,1,-1,-1
"10157",-1,-1,-1,1,-1,-1,-1,-1
"10162",1,1,1,1,-1,1,-1,1
"10166",-1,-1,-1,-1,-1,0,-1,-1
"10179",0,-1,1,-1,1,1,-1,1
"10180",-1,1,-1,1,-1,0,-1,-1
"10187",1,-1,-1,1,1,1,-1,1
"10189",0,1,-1,1,-1,1,1,1
"10196",0,-1,-1,1,-1,0,1,-1
"10198",0,1,1,1,-1,1,-1,1
"10207",-1,-1,-1,1,-1,-1,-1,-1
"10210",-1,1,-1,-1,-1,0,1,-1
"10211",0,-1,-1,1,-1,1,1,1
"10212",0,-1,-1,1,-1,1,1,1
"10214",-1,-1,1,1,-1,-1,-1,-1
"10215",0,-1,-1,1,-1,1,1,1
"10217",0,1,-1,1,1,1,-1,1
"10221",1,1,-1,-1,-1,0,1,-1
"10222",0,0,-1,1,-1,1,1,-1
"10229",1,-1,-1,1,0,1,1,1
"10232",0,1,-1,1,-1,1,-1,-1
"10237",0,1,0,-1,-1,1,1,1
"10247",0,-1,-1,1,-1,1,1,1
"10248",0,-1,-1,1,-1,1,1,1
"10255",0,1,1,1,-1,1,-1,-1
"10258",0,1,-1,0,1,1,-1,1
"10259",-1,1,-1,1,-1,1,-1,-1
"10260",0,-1,-1,1,-1,-1,-1,-1
"10263",1,-1,-1,-1,1,0,1,1
"10267",1,1,-1,-1,1,1,-1,1
"10276",1,1,-1,1,-1,1,-1,1
"10277",1,1,1,-1,1,1,-1,1
"10279",-1,1,1,1,-1,-1,1,-1
"10283",0,1,-1,1,-1,0,-1,-1
"10285",0,1,-1,1,-1,1,1,-1
"10290",0,1,1,1,0,1,-1,1
"10293",1,1,-1,1,-1,1,-1,1
"10296",-1,1,-1,1,-1,-1,-1,-1
"10301",0,1,-1,1,-1,1,1,1
"10315",-1,-1,-1,1,-1,-1,-1,-1
"10319",0,1,-1,-1,1,1,-1,1
"10323",1,-1,-1,-1,-1,1,1,1
"10325",-1,-1,-1,1,-1,0,-1,-1
"10330",0,-1,-1,1,-1,0,1,-1
"10334",0,1,-1,1,-1,1,1,1
"10335",-1,1,-1,1,-1,0,1,-1
"10336",0,-1,-1,1,-1,1,1,1
"10337",0,-1,-1,1,-1,1,1,1
"10338",0,1,-1,1,-1,0,-1,1
"10339",0,1,-1,1,-1,0,1,1
"10340",0,1,-1,1,-1,1,1,-1
"10342",0,1,-1,1,-1,1,1,1
"10346",-1,-1,-1,1,-1,-1,-1,-1
"10350",0,-1,-1,1,-1,1,1,1
"10353",0,-1,-1,1,-1,0,1,-1
"10358",0,1,-1,1,-1,-1,-1,1
"10359",-1,-1,-1,1,-1,-1,1,-1
"10362",-1,1,1,1,-1,0,-1,-1
"10364",-1,1,0,1,-1,0,-1,-1
"10365",1,1,-1,1,-1,1,1,1
"10366",0,-1,-1,1,-1,1,1,1
"10370",0,-1,-1,1,-1,-1,1,1
"10374",-1,-1,-1,-1,0,0,-1,-1
"10375",0,1,1,1,-1,1,1,1
"10385",0,1,-1,1,-1,0,-1,-1
"10387",0,-1,-1,1,-1,0,1,1
"10391",0,-1,-1,1,1,1,-1,1
"10395",0,1,-1,1,-1,1,1,1
"10397",0,1,1,-1,-1,1,1,1
"10404",0,1,1,1,-1,1,1,1
"10407",1,1,-1,1,1,1,-1,1
"10411",0,-1,-1,1,1,1,-1,1
"10417",-1,-1,-1,-1,-1,0,-1,-1
"10426",-1,-1,-1,1,-1,-1,-1,-1
"10430",-1,1,1,1,-1,-1,-1,-1
"10435",-1,1,-1,1,-1,0,-1,-1
"10436",-1,1,0,1,-1,-1,-1,-1
"10446",-1,1,-1,1,-1,-1,1,-1
"10448",1,-1,-1,1,0,1,-1,1
"10451",0,-1,-1,1,-1,1,-1,-1
"10454",1,1,-1,1,-1,-1,-1,1
"10457",0,1,-1,1,-1,1,1,1
"10469",1,-1,-1,1,-1,1,1,1
"10471",0,-1,-1,1,-1,1,1,-1
"10473",1,1,1,1,1,1,1,1
"10474",0,1,0,-1,-1,1,-1,1
"10475",1,-1,-1,1,1,1,1,1
"10477",0,1,1,-1,-1,1,-1,1
"10480",0,-1,0,1,-1,1,-1,-1
"10484",1,1,-1,1,1,1,1,1
"10488",-1,-1,-1,1,-1,-1,-1,-1
"10495",0,-1,-1,-1,-1,1,-1,-1
"10499",1,1,-1,1,-1,1,-1,1
"10500",0,-1,-1,1,-1,1,-1,-1
"10501",-1,-1,1,1,-1,-1,1,-1
"10503",-1,-1,-1,-1,-1,0,-1,-1
"10508",0,-1,-1,-1,-1,1,-1,1
"10510",-1,-1,-1,-1,-1,0,-1,-1
"10511",0,-1,-1,1,-1,0,1,1
"10515",-1,-1,1,1,-1,0,-1,-1
"10518",0,1,-1,-1,-1,1,1,1
"10521",0,1,1,-1,-1,0,1,1
"10522",-1,-1,-1,1,-1,0,1,-1
"10535",0,-1,-1,-1,-1,1,1,1
"10540",1,-1,1,1,-1,1,1,1
"10544",0,1,0,-1,-1,1,-1,1
"10547",0,-1,-1,-1,-1,1,1,1
"10548",1,1,-1,-1,1,1,-1,1
"10551",1,1,-1,1,-1,1,1,1
"10556",0,1,1,1,1,1,1,1
"10557",1,1,1,1,1,-1,-1,1
"10558",0,1,-1,1,-1,0,-1,-1
"10561",0,1,1,-1,-1,1,-1,1
"10562",0,-1,-1,1,-1,0,1,1
"10565",0,1,-1,1,1,0,0,1
"10566",1,-1,-1,-1,-1,1,1,1
"10568",0,1,1,1,-1,1,1,1
"10569",0,1,-1,-1,-1,1,-1,1
"10570",0,1,1,1,-1,-1,-1,-1
"10574",1,1,-1,1,-1,1,1,1
"10575",1,1,-1,1,-1,1,-1,1
"10580",0,-1,-1,1,-1,-1,1,1
"10584",-1,-1,-1,-1,-1,-1,-1,-1
"10586",0,1,1,-1,-1,0,-1,1
"10597",1,-1,-1,-1,1,1,-1,1
"10602",0,-1,-1,1,-1,1,1,1
"10605",0,1,-1,1,1,1,1,1
"10613",0,1,-1,-1,-1,1,1,1
"10614",1,-1,-1,1,-1,-1,1,-1
"10620",-1,1,-1,1,-1,-1,-1,-1
"10627",0,1,1,1,-1,0,-1,1
"10630",-1,-1,-1,1,-1,-1,1,-1
"10634",-1,-1,0,-1,-1,1,-1,-1
"10637",0,-1,-1,-1,-1,0,-1,-1
"10638",-1,-1,-1,-1,-1,-1,-1,-1
"10640",1,1,-1,1,1,-1,-1,1
"10641",0,1,-1,1,1,1,1,1
"10646",-1,-1,-1,-1,-1,-1,-1,-1
"10648",-1,1,-1,1,-1,-1,-1,-1
"10649",0,1,-1,1,-1,1,1,-1
"10651",-1,1,-1,1,-1,1,1,-1
"10652",0,1,-1,1,-1,1,-1,1
"10654",0,1,-1,1,-1,1,-1,1
"10659",0,1,-1,1,-1,1,1,1
"10662",-1,-1,-1,1,-1,-1,1,-1
"10663",0,-1,-1,1,-1,1,-1,1
"10668",-1,1,-1,1,-1,-1,-1,-1
"10669",0,1,-1,1,-1,-1,-1,1
"10671",1,1,-1,1,-1,1,1,1
"10674",-1,-1,-1,1,-1,0,-1,-1
"10675",-1,-1,-1,1,-1,-1,-1,-1
"10677",-1,1,-1,1,-1,0,1,-1
"10681",-1,-1,-1,-1,-1,0,1,-1
"10688",0,1,-1,-1,-1,0,1,-1
"10689",0,1,-1,1,1,0,1,1
"10695",1,-1,-1,1,1,1,1,1
"10698",0,1,-1,1,-1,0,1,1
"10699",0,1,-1,0,-1,0,-1,-1
"10703",-1,-1,-1,-1,-1,-1,1,-1
"10707",0,1,-1,1,-1,1,1,1
"10711",0,1,-1,1,-1,1,1,1
"10712",-1,1,1,1,-1,1,-1,-1
"10716",0,1,1,1,-1,1,1,1
"10718",-1,-1,-1,1,-1,0,1,-1
"10721",0,1,-1,1,-1,1,-1,1
"10725",0,-1,-1,1,-1,1,1,1
"10731",-1,1,1,1,-1,-1,-1,-1
"10735",-1,-1,-1,1,-1,-1,1,-1
"10738",1,1,0,-1,-1,1,1,1
"10744",-1,-1,0,-1,-1,-1,-1,-1
"10748",0,1,-1,0,-1,1,-1,1
"10751",-1,-1,-1,1,-1,0,-1,-1
"10754",0,1,-1,1,-1,1,-1,1
"10757",-1,1,-1,0,-1,1,1,-1
"10759",1,1,1,1,-1,0,1,1
"10760",1,1,0,1,1,1,1,1
"10764",-1,-1,-1,1,-1,0,-1,-1
"10766",0,1,-1,1,-1,0,-1,-1
"10767",-1,1,-1,1,-1,-1,-1,-1
"10770",-1,-1,-1,-1,-1,-1,-1,-1
"10776",0,1,-1,1,-1,0,-1,-1
"10777",0,1,-1,1,-1,0,1,1
"10778",-1,-1,-1,-1,-1,-1,1,-1
"10780",-1,-1,-1,-1,-1,-1,-1,-1
"10783",0,-1,-1,1,-1,1,-1,1
"10785",-1,1,-1,-1,-1,0,-1,-1
"10794",0,1,-1,1,-1,0,-1,-1
"10795",0,1,-1,1,-1,1,1,1
"10797",0,1,-1,1,-1,1,1,1
"10798",0,-1,-1,1,-1,0,-1,1
"10799",-1,1,-1,1,-1,-1,-1,-1
"10806",0,1,1,1,-1,1,-1,-1
"10807",0,1,1,1,-1,0,1,-1
"10808",0,1,-1,-1,-1,1,-1,1
"10812",0,-1,-1,1,-1,0,-1,-1
"10813",0,0,-1,1,0,0,1,-1
"10816",0,1,-1,-1,-1,1,1,1
"10819",1,1,-1,-1,1,1,-1,1
"10823",-1,-1,-1,1,-1,-1,-1,-1
"10826",-1,1,1,1,-1,0,-1,-1
"10830",1,1,1,1,-1,1,1,1
"10834",0,1,1,1,1,-1,1,1
"10838",-1,1,1,1,-1,1,-1,-1
"10839",0,-1,1,-1,1,1,-1,1
"10845",0,1,-1,-1,-1,1,1,-1
"10849",0,-1,-1,1,-1,-1,-1,-1
"10853",0,1,-1,1,-1,1,-1,1
"10855",0,1,-1,1,-1,1,-1,1
"10859",0,1,-1,1,-1,0,-1,-1
"10867",-1,-1,-1,1,-1,0,-1,-1
"10873",0,1,-1,1,-1,0,-1,-1
"10874",0,1,-1,0,-1,0,1,-1
"10875",0,1,-1,1,-1,1,1,1
"10876",0,1,-1,1,-1,1,-1,1
"10895",1,-1,-1,-1,-1,1,-1,1
"10898",0,1,-1,1,-1,1,-1,1
"10900",0,-1,-1,1,-1,1,1,1
"10902",0,1,1,1,-1,0,1,1
"10906",0,1,1,1,1,1,1,1
"10907",0,1,-1,1,1,1,-1,1
"10914",0,-1,1,-1,-1,-1,1,1
"10916",0,1,1,1,-1,1,1,1
"10917",-1,-1,-1,1,-1,-1,1,-1
"10921",0,1,-1,1,1,1,-1,1
"10924",0,1,1,1,-1,1,-1,1
"10926",0,-1,-1,1,-1,1,1,1
"10930",0,1,-1,1,-1,1,1,1
"10934",0,1,-1,1,-1,1,-1,1
"10937",0,1,1,-1,-1,1,-1,1
"10938",0,1,-1,1,-1,1,1,1
"10945",0,-1,-1,1,0,1,-1,1
"10946",0,1,1,1,-1,1,-1,1
"10950",0,-1,-1,1,-1,1,-1,-1
"10951",1,1,0,1,-1,1,1,1
"10953",0,1,1,-1,-1,0,1,1
"10954",0,1,-1,1,-1,0,-1,-1
"10959",0,1,-1,1,-1,1,1,1
"10962",-1,-1,1,1,-1,-1,-1,-1
"10965",0,-1,-1,1,-1,1,1,1
"10970",0,-1,-1,1,-1,1,1,1
"10976",-1,-1,-1,1,-1,-1,-1,-1
"10986",0,-1,-1,1,0,1,1,-1
"10987",1,-1,-1,1,-1,1,1,1
"10990",0,-1,-1,1,-1,-1,-1,-1
"10997",0,1,-1,1,-1,1,-1,-1
"10999",1,1,-1,1,1,0,1,1
"11001",0,1,-1,1,-1,1,1,1
"11003",0,-1,-1,1,-1,-1,-1,-1
"11005",-1,-1,-1,1,-1,-1,0,-1
"11014",-1,-1,-1,-1,-1,1,-1,-1
"11015",0,-1,-1,1,-1,1,-1,-1
"11016",1,-1,-1,1,-1,-1,-1,1
"11018",-1,-1,-1,1,-1,0,0,-1
"11023",0,1,-1,1,1,1,-1,1
"11025",0,-1,1,1,-1,1,-1,1
"11026",1,-1,-1,1,1,1,1,1
"11028",0,1,1,1,-1,1,-1,1
"11031",0,1,1,1,-1,1,-1,1
"11033",1,-1,-1,1,-1,1,-1,1
"11034",0,-1,-1,1,-1,-1,-1,-1
"11043",-1,1,-1,1,-1,-1,1,-1
"11044",1,1,-1,1,-1,1,-1,1
"11046",0,0,-1,1,-1,1,-1,1
"11054",-1,-1,-1,1,-1,-1,-1,-1
